crop,year,season,state,area,production,fertilizer,pesticide,yield,temperature,rainfall,humidity,N,P,K,pH,N_crop,P_crop,K_crop,temperature_crop,humidity_crop,pH_crop,rainfall_crop,NPK_sum,fertilizer_per_area,pesticide_per_area,yield_per_area
11,1997,1,17,7544.0,5590,717962.48,2338.64,0.796666667,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.7409862142099682
13,1997,4,17,1766.0,1106,168070.22,547.46,0.64,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.6262740656851642
16,1997,2,17,443.0,270,42160.31,137.33,0.613333333,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31000000000000005,0.6094808126410836
23,1997,1,17,50.0,22,4758.5,15.5,0.44,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.44
26,1997,1,17,4688.0,21558,446156.96,1453.28,4.68,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,4.598549488054608
26,1997,4,17,861.0,713,81941.37,266.91,0.7525,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.16999999999999,0.31000000000000005,0.8281068524970964
32,1997,2,17,1909.0,1511,181679.53,591.79,0.777142857,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.7915138816134102
40,1997,2,17,6914.0,4467,658005.38,2143.34,0.608571429,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.6460804165461382
44,1997,1,17,1326.0,688,126195.42,411.06,0.575714286,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.5188536953242836
45,1997,1,17,2804.0,2237,266856.68,869.24,0.861428571,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.7977888730385164
46,1997,1,17,898.0,814,85462.66,278.38,0.921428571,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.9064587973273942
47,1997,4,17,82.0,225,7803.94,25.42,2.352,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,2.7439024390243905
49,1997,4,17,5212.0,16978,496026.04,1615.72,3.221428571,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,3.2574827321565616
51,1997,2,17,742.0,505,70616.14,230.02,0.618,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,0.6805929919137467
54,1997,2,17,4287.0,6894,407993.79,1328.97,1.385,17.16,1954.46,77.31,52,16,33,5.6,,,,,,,,101,95.17,0.31,1.6081175647305808
0,1997,4,29,8058.0,12423,766879.86,2497.98,1.691764706,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,1.5416976917349219
1,1997,4,29,3630.0,2181,345467.1,1125.3,0.777692308,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.16999999999999,0.31,0.6008264462809917
2,1997,1,29,207.0,95,19700.19,64.17,0.426666667,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.16999999999999,0.31,0.45893719806763283
4,1997,4,29,6116.0,5034,582059.72,1895.96,1.68,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.8230869849574886
6,1997,4,29,2674.0,7,254484.58,828.94,0.0,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.002617801047120419
8,1997,4,29,660.0,46,62812.2,204.6,0.07,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.0696969696969697
19,1997,1,29,5645.0,2556,537234.65,1749.95,0.438888889,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.4527900797165633
20,1997,4,29,948.0,450,90221.16,293.88,0.482,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.47468354430379744
23,1997,4,29,16486.0,4210,1568972.62,5110.66,0.251538462,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.255368191192527
27,1997,1,29,1490.0,711,141803.3,461.9,0.548888889,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.16999999999999,0.31,0.4771812080536913
27,1997,2,29,3269.0,1710,311110.73,1013.39,0.542857143,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.16999999999999,0.31,0.5230957479351483
27,1997,3,29,9959.0,303,947798.03,3087.29,0.046,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.030424741439903605
29,1997,4,29,6512.0,3522,619747.04,2018.72,0.40375,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.5408476658476659
34,1997,1,29,1279.0,725,121722.43,396.49,0.585,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.16999999999999,0.31,0.5668491008600469
39,1997,0,29,12607.0,15330,1199808.19,3908.17,0.986,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,1.2159911160466408
42,1997,4,29,10800.0,3000,1027836.0,3348.0,0.2975,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.2777777777777778
43,1997,4,29,2015.0,9073,191767.55,624.65,4.598571429,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.16999999999999,0.31,4.50272952853598
45,1997,4,29,5046.0,3222,480227.82,1564.26,0.626666667,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.638525564803805
46,1997,1,29,1555.0,1172,147989.35,482.05,1.196666667,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,0.7536977491961415
48,1997,4,29,278.0,1,26457.26,86.18,0.0,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.16999999999999,0.31,0.0035971223021582736
52,1997,4,29,12481.0,23556,1187816.77,3869.11,1.661111111,25.85,1564.19,72.28,85,40,45,6.2,,,,,,,,170,95.17,0.31,1.8873487701305984
0,1998,1,21,66.0,23,6520.8,19.14,0.35,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29000000000000004,0.3484848484848485
2,1998,1,21,149.0,324,14721.2,43.21,2.17,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.80000000000001,0.29,2.174496644295302
5,1998,1,21,12.0,7,1185.6,3.48,0.58,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29,0.5833333333333334
10,1998,1,21,2.0,1,197.6,0.58,0.5,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29,0.5
11,1998,3,21,453.0,372,44756.4,131.37,0.84,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29000000000000004,0.8211920529801324
13,1998,1,21,8.0,23,790.4,2.32,2.75,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29,2.875
17,1998,2,21,1046.0,2062,103344.8,303.34,1.54,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29,1.97131931166348
39,1998,1,21,112.0,366,11065.6,32.48,3.27,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29,3.267857142857143
41,1998,1,21,4945.0,11518,488566.0,1434.05,2.46,28.33,1124.51,75.47,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,98.8,0.29,2.329221435793731
41,1998,2,21,13961.0,30220,1379346.8,4048.69,2.555,28.33,1124.51,75.47,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,98.8,0.29,2.164601389585273
41,1998,3,21,5716.0,14863,564740.8,1657.64,2.55,28.33,1124.51,75.47,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,98.80000000000001,0.29000000000000004,2.6002449265220435
44,1998,1,21,147.0,120,14523.6,42.63,0.806666667,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29000000000000004,0.8163265306122449
45,1998,1,21,4.0,3,395.2,1.16,0.75,28.33,1124.51,75.47,88,55,40,7.0,,,,,,,,183,98.8,0.29,0.75
1,1998,1,2,7657.0,5389,756511.6,2220.53,0.709130435,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,0.703800444038135
8,1998,1,2,1728.0,708,170726.4,501.12,0.411428571,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29,0.4097222222222222
11,1998,1,2,1652.0,751,163217.6,479.08,0.399130435,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29,0.45460048426150124
13,1998,4,2,14724.0,9690,1454731.2,4269.96,0.636956522,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29,0.6581092094539527
16,1998,2,2,3002.0,1503,296597.6,870.58,0.460454545,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,0.5006662225183212
23,1998,2,2,10222.0,5212,1009933.6,2964.38,0.480909091,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,0.5098806495793387
26,1998,1,2,5260.0,25623,519688.0,1525.4,4.9105,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,4.871292775665399
29,1998,1,2,8753.0,4478,864796.4,2538.37,0.520555556,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29,0.5115960242202673
31,1998,4,2,8083.0,18341,798600.4,2344.07,2.340434783,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,2.269083261165409
44,1998,1,2,15940.0,8210,1574872.0,4622.6,0.485217391,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,0.5150564617314931
45,1998,1,2,10547.0,5450,1042043.6,3058.63,0.521363636,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,0.5167346164786195
49,1998,4,2,9433.0,32437,931980.4,2735.57,3.435652174,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,3.4386727446199514
50,1998,4,2,2798.0,13261,276442.4,811.42,4.445217391,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.80000000000001,0.29,4.739456754824875
51,1998,4,2,1465.0,732,144742.0,424.85,0.569545455,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29000000000000004,0.49965870307167237
52,1998,4,2,10729.0,7416,1060025.2,3111.41,0.666956522,22.98,1701.15,73.03,60,18,38,5.8,,,,,,,,116,98.8,0.29,0.6912107372541709
0,1998,4,6,1500.0,1820,148200.0,435.0,1.21,27.35,2059.15,74.64,65,25,45,6.2,,,,,,,,135,98.8,0.29,1.2133333333333334
5,1998,4,6,250.0,70,24700.0,72.5,0.28,27.35,2059.15,74.64,65,25,45,6.2,,,,,,,,135,98.8,0.29,0.28
17,1998,1,6,350.0,412,34580.0,101.5,1.18,27.35,2059.15,74.64,65,25,45,6.2,,,,,,,,135,98.8,0.29,1.177142857142857
17,1998,2,6,1048.0,2124,103542.4,303.92,2.03,27.35,2059.15,74.64,65,25,45,6.2,,,,,,,,135,98.8,0.29000000000000004,2.0267175572519083
32,1998,2,6,8671.0,9220,856694.8,2514.59,1.06,27.35,2059.15,74.64,65,25,45,6.2,,,,,,,,135,98.80000000000001,0.29000000000000004,1.063314496597855
34,1998,1,6,1200.0,324,118560.0,348.0,0.27,27.35,2059.15,74.64,65,25,45,6.2,,,,,,,,135,98.8,0.29,0.27
39,1998,1,6,2500.0,2476,247000.0,725.0,0.99,27.35,2059.15,74.64,65,25,45,6.2,,,,,,,,135,98.8,0.29,0.9904
41,1998,2,6,15439.0,46925,1525373.2,4477.31,3.04,27.35,2059.15,74.64,65,25,45,6.2,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,135,98.8,0.29000000000000004,3.039380788911199
2,1998,2,12,451.0,536,44558.8,130.79,1.19,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.80000000000001,0.29,1.188470066518847
2,1998,3,12,846.0,498,83584.8,245.34,0.59,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.8,0.29,0.5886524822695035
5,1998,4,12,4387.0,10342,433435.6,1272.23,2.238,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.8,0.29,2.357419648962845
14,1998,4,12,3574.0,3034,353111.2,1036.46,1.459411765,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.8,0.29000000000000004,0.8489087856743145
20,1998,3,12,8897.0,23144,879023.6,2580.13,2.461333333,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.8,0.29000000000000004,2.6013262897605935
24,1998,3,12,11974.0,27080,1183031.2,3472.46,2.241904762,23.73,1185.08,71.65,72,42,25,6.9,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663,139,98.8,0.29,2.2615667279104725
27,1998,2,12,15627.0,7005,1543947.6,4531.83,0.438823529,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.80000000000001,0.29,0.4482626223843348
39,1998,3,12,10673.0,24008,1054492.4,3095.17,2.239230769,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.8,0.29,2.2494144101939475
40,1998,1,12,6673.0,1790,659292.4,1935.17,0.210625,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.8,0.29000000000000004,0.2682451670912633
52,1998,4,12,5007.0,25386,494691.6,1452.03,4.682380952,23.73,1185.08,71.65,72,42,25,6.9,,,,,,,,139,98.8,0.29,5.07010185739964
11,1998,1,13,10999.0,17752,1086701.2,3189.71,1.61,27.03,2177.34,80.95,65,28,50,5.7,,,,,,,,143,98.8,0.29,1.6139649059005363
13,1998,4,13,297.0,288,29343.6,86.13,0.937777778,27.03,2177.34,80.95,65,28,50,5.7,,,,,,,,143,98.8,0.29,0.9696969696969697
15,1998,4,13,11107.0,39362,1097371.6,3221.03,2.93,27.03,2177.34,80.95,65,28,50,5.7,,,,,,,,143,98.80000000000001,0.29000000000000004,3.5438912397587106
17,1998,1,13,7021.0,5219,693674.8,2036.09,0.62,27.03,2177.34,80.95,65,28,50,5.7,,,,,,,,143,98.80000000000001,0.29,0.7433414043583535
20,1998,1,13,2177.0,1108,215087.6,631.33,0.505,27.03,2177.34,80.95,65,28,50,5.7,,,,,,,,143,98.8,0.29000000000000004,0.5089572806614607
39,1998,1,13,1157.0,936,114311.6,335.53,0.81,27.03,2177.34,80.95,65,28,50,5.7,,,,,,,,143,98.80000000000001,0.29,0.8089887640449438
44,1998,1,13,3303.0,1057,326336.4,957.87,0.467272727,27.03,2177.34,80.95,65,28,50,5.7,,,,,,,,143,98.80000000000001,0.29,0.3200121102028459
52,1998,4,13,3706.0,8034,366152.8,1074.74,1.997857143,27.03,2177.34,80.95,65,28,50,5.7,,,,,,,,143,98.8,0.29,2.167835941716136
0,1998,4,17,9585.0,11567,946998.0,2779.65,1.151666667,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29000000000000004,1.2067814293166406
1,1998,1,17,861.0,678,85066.8,249.69,0.803333333,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,0.7874564459930313
11,1998,1,17,7549.0,5599,745841.2,2189.21,0.796666667,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,0.7416876407471188
13,1998,4,17,1764.0,1051,174283.2,511.56,0.598571429,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.80000000000001,0.29,0.5958049886621315
16,1998,2,17,463.0,283,45744.4,134.27,0.61,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29000000000000004,0.6112311015118791
23,1998,1,17,51.0,23,5038.8,14.79,0.45,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,0.45098039215686275
24,1998,1,17,17219.0,25272,1701237.2,4993.51,1.457142857,17.84,2370.96,79.73,52,16,33,5.6,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663,101,98.8,0.29000000000000004,1.4676810500029038
26,1998,1,17,4681.0,21362,462482.8,1357.49,4.58,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,4.563554795983764
26,1998,4,17,871.0,631,86054.8,252.59,0.68,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,0.7244546498277842
32,1998,2,17,1938.0,1527,191474.4,562.02,0.755714286,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,0.7879256965944272
40,1998,2,17,6916.0,4576,683300.8,2005.64,0.635714286,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.80000000000001,0.29000000000000004,0.6616541353383458
44,1998,1,17,1322.0,694,130613.6,383.38,0.575714286,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.80000000000001,0.29,0.5249621785173979
45,1998,1,17,2823.0,2282,278912.4,818.67,0.871428571,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.80000000000001,0.29,0.8083599008147361
46,1998,1,17,899.0,812,88821.2,260.71,0.881428571,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,0.9032258064516129
47,1998,4,17,83.0,225,8200.4,24.07,2.328,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,2.710843373493976
49,1998,4,17,5181.0,17291,511882.8,1502.49,3.302857143,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,3.3373866049025285
51,1998,4,17,742.0,507,73309.6,215.18,0.61,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.80000000000001,0.29000000000000004,0.683288409703504
54,1998,2,17,4287.0,6998,423555.6,1243.23,1.605,17.84,2370.96,79.73,52,16,33,5.6,,,,,,,,101,98.8,0.29,1.6323769535805925
0,1998,4,29,8239.0,13665,814013.2,2389.31,1.595294118,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,1.658575069790023
1,1998,1,29,2606.0,1672,257472.8,755.74,0.756923077,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.6415963161933999
2,1998,1,29,175.0,84,17290.0,50.75,0.436666667,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.48
4,1998,2,29,5938.0,5910,586674.4,1722.02,1.10375,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.9952846076119906
6,1998,4,29,2875.0,690,284050.0,833.75,0.24,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.24
8,1998,2,29,54.0,38,5335.2,15.66,0.7,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.7037037037037037
11,1998,1,29,200.0,73,19760.0,58.0,0.37,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.365
15,1998,1,29,9398.0,18839,928522.4,2725.42,1.449444444,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,2.0045754415833157
19,1998,2,29,4958.0,2043,489850.4,1437.82,0.422,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.80000000000001,0.29,0.41206131504638965
20,1998,1,29,886.0,414,87536.8,256.94,0.465,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.4672686230248307
23,1998,2,29,10323.0,2691,1019912.4,2993.67,0.24,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.26068003487358327
27,1998,1,29,822.0,429,81213.6,238.38,0.5075,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.80000000000001,0.29,0.5218978102189781
27,1998,2,29,2729.0,1598,269625.2,791.41,0.61,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.80000000000001,0.29,0.585562477097838
27,1998,3,29,9320.0,2980,920816.0,2702.8,0.312857143,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29000000000000004,0.3197424892703863
29,1998,1,29,7587.0,4100,749595.6,2200.23,0.4075,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.5403980492948465
34,1998,1,29,768.0,318,75878.4,222.72,0.516,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.4140625
37,1998,2,29,9230.0,6776,911924.0,2676.7,0.70625,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.7341278439869989
39,1998,1,29,12895.0,15648,1274026.0,3739.55,0.91,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29000000000000004,1.2134936021713842
42,1998,2,29,48.0,16,4742.4,13.92,0.4575,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.3333333333333333
43,1998,4,29,1800.0,9280,177840.0,522.0,4.971428571,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,5.155555555555556
45,1998,1,29,3742.0,1877,369709.6,1085.18,0.575714286,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29000000000000004,0.5016034206306788
45,1998,2,29,1235.0,1387,122018.0,358.15,1.035,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,1.123076923076923
46,1998,1,29,800.0,461,79040.0,232.0,0.481666667,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,0.57625
48,1998,1,29,149.0,111,14721.2,43.21,0.71,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.80000000000001,0.29,0.7449664429530202
52,1998,4,29,12763.0,21487,1260984.4,3701.27,1.569444444,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.8,0.29,1.6835383530517902
53,1998,2,29,15112.0,9700,1493065.6,4382.48,0.649090909,25.82,1537.71,75.28,85,40,45,6.2,,,,,,,,170,98.80000000000001,0.29,0.6418740074113287
1,1999,1,2,7266.0,5102,771140.58,1961.82,0.707826087,23.26,1622.42,71.99,60,18,38,5.8,,,,,,,,116,106.13,0.27,0.7021745114230663
8,1999,1,2,1726.0,704,183180.38,466.02,0.423333333,23.26,1622.42,71.99,60,18,38,5.8,,,,,,,,116,106.13000000000001,0.26999999999999996,0.4078794901506373
11,1999,1,2,1637.0,746,173734.81,441.99,0.41173913,23.26,1622.42,71.99,60,18,38,5.8,,,,,,,,116,106.13,0.27,0.45571166768478927
13,1999,4,2,14418.0,9516,1530182.34,3892.86,0.636956522,23.26,1622.42,71.99,60,18,38,5.8,,,,,,,,116,106.13000000000001,0.27,0.6600083229296713
16,1999,2,2,2336.0,1196,247919.68,630.72,0.470454545,23.26,1622.42,71.99,60,18,38,5.8,,,,,,,,116,106.13,0.27,0.511986301369863
